,OrderNumber,Sales Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,SalesTeamID,CustomerID,StoreID,ProductID,Order Quantity,Discount Applied,Unit Cost,Unit Price,Revenue,Profit,Procured_to_Order,Order_to_Ship,Ship_to_Delivery,Procured_to_Delivery
146,SO - 000247,Online,WARE-UHY1004,2018-04-10,2018-06-17,2018-07-08,2018-07-09,17,34,217,16,5,0.05,2653.2,4020.0,19095.0,5829.0,68,21,1,90
147,SO - 000248,Online,WARE-NBV1002,2018-04-10,2018-06-17,2018-07-10,2018-07-15,20,37,63,12,4,0.15,669.73,984.9,3348.66,669.74,68,23,5,96
148,SO - 000249,Distributor,WARE-MKL1006,2018-04-10,2018-06-17,2018-07-02,2018-07-04,21,50,341,7,7,0.05,100.23,227.8,1514.87,813.26,68,15,2,85
149,SO - 000250,In-Store,WARE-XYS1001,2017-12-31,2018-06-17,2018-06-23,2018-06-26,3,17,36,35,3,0.15,3314.36,3993.2,10182.66,239.58,168,6,3,177
150,SO - 000251,Online,WARE-NMK1003,2017-12-31,2018-06-17,2018-06-29,2018-07-08,12,25,163,26,4,0.08,185.72,221.1,813.648,70.77,168,12,9,189
151,SO - 000252,Online,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-04,2018-07-14,12,21,101,43,6,0.08,2819.63,3356.7,18528.983999999997,1611.2,69,16,10,95
152,SO - 000253,In-Store,WARE-PUJ1005,2017-12-31,2018-06-18,2018-07-09,2018-07-15,1,35,321,12,1,0.05,1157.22,1701.8,1616.7099999999998,459.49,169,21,6,196
153,SO - 000254,In-Store,WARE-PUJ1005,2018-04-10,2018-06-18,2018-07-08,2018-07-09,3,9,276,8,3,0.15,2181.19,2566.1,6543.555,-0.01,69,20,1,90
154,SO - 000255,In-Store,WARE-NMK1003,2017-12-31,2018-06-18,2018-06-22,2018-06-26,6,22,101,5,4,0.05,126.03,221.1,840.18,336.06,169,4,4,177
155,SO - 000256,In-Store,WARE-UHY1004,2018-04-10,2018-06-18,2018-06-30,2018-07-05,5,28,248,4,1,0.1,980.21,1782.2,1603.98,623.77,69,12,5,86
156,SO - 000257,Distributor,WARE-NMK1003,2017-12-31,2018-06-18,2018-07-15,2018-07-16,24,41,95,35,8,0.05,801.32,2003.3,15225.079999999998,8814.52,169,27,1,197
157,SO - 000258,Distributor,WARE-XYS1001,2017-12-31,2018-06-18,2018-07-09,2018-07-16,20,28,33,5,5,0.08,1502.68,2385.2,10971.92,3458.52,169,21,7,197
158,SO - 000259,Online,WARE-XYS1001,2018-04-10,2018-06-18,2018-07-11,2018-07-17,13,22,12,21,1,0.1,1784.88,2231.1,2007.99,223.11,69,23,6,98
159,SO - 000260,In-Store,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-02,2018-07-07,10,26,119,35,1,0.05,412.05,1005.0,954.75,542.7,69,14,5,88
160,SO - 000261,Distributor,WARE-PUJ1005,2018-04-10,2018-06-18,2018-07-12,2018-07-19,23,12,290,40,7,0.05,1939.25,2693.4,17911.11,4336.36,69,24,7,100
161,SO - 000262,Online,WARE-NMK1003,2018-04-10,2018-06-18,2018-07-10,2018-07-11,17,31,110,36,4,0.08,652.25,1105.5,4068.2400000000002,1459.24,69,22,1,92
162,SO - 000263,Online,WARE-NBV1002,2018-04-10,2018-06-19,2018-07-10,2018-07-17,17,25,87,39,1,0.08,1088.42,1909.5,1756.74,668.32,70,21,7,98
163,SO - 000264,Distributor,WARE-NMK1003,2018-04-10,2018-06-19,2018-06-21,2018-06-26,21,35,177,38,7,0.2,850.36,1118.9,6265.840000000001,313.32,70,2,5,77
164,SO - 000265,In-Store,WARE-NMK1003,2018-04-10,2018-06-19,2018-06-28,2018-07-03,11,45,94,8,7,0.2,758.11,1038.5,5815.6,508.83,70,9,5,84
165,SO - 000266,In-Store,WARE-NMK1003,2017-12-31,2018-06-19,2018-06-28,2018-07-04,1,19,126,19,6,0.05,4300.86,6324.8,36051.36,10246.2,170,9,6,185
166,SO - 000267,In-Store,WARE-XYS1001,2017-12-31,2018-06-19,2018-06-27,2018-07-01,3,16,17,9,7,0.2,502.5,1005.0,5628.0,2110.5,170,8,4,182
167,SO - 000268,In-Store,WARE-NMK1003,2018-04-10,2018-06-19,2018-07-14,2018-07-17,3,15,178,2,5,0.08,659.48,1293.1,5948.26,2650.86,70,25,3,98
168,SO - 000269,In-Store,WARE-NBV1002,2018-04-10,2018-06-19,2018-07-16,2018-07-26,1,8,76,36,6,0.4,540.29,844.2,3039.12,-202.62,70,27,10,107
169,SO - 000270,In-Store,WARE-PUJ1005,2018-04-10,2018-06-19,2018-07-07,2018-07-14,6,27,318,1,4,0.05,195.84,247.9,942.02,158.66,70,18,7,95
170,SO - 000271,Distributor,WARE-UHY1004,2017-12-31,2018-06-19,2018-06-26,2018-06-28,21,12,217,21,7,0.3,139.36,174.2,853.5799999999999,-121.94,170,7,2,179
171,SO - 000272,In-Store,WARE-PUJ1005,2018-04-10,2018-06-20,2018-07-11,2018-07-17,2,30,278,12,6,0.1,707.32,1025.1,5535.539999999999,1291.62,71,21,6,98
172,SO - 000273,Distributor,WARE-MKL1006,2017-12-31,2018-06-20,2018-07-01,2018-07-06,21,19,341,23,3,0.15,2301.45,3068.6,7824.93,920.58,171,11,5,187
173,SO - 000274,Online,WARE-NMK1003,2017-12-31,2018-06-20,2018-07-09,2018-07-11,16,44,122,3,2,0.08,115.78,241.2,443.808,212.25,171,19,2,192
174,SO - 000275,In-Store,WARE-NMK1003,2018-04-10,2018-06-20,2018-07-12,2018-07-17,11,24,200,47,1,0.2,139.36,174.2,139.35999999999999,-0.0,71,22,5,98
175,SO - 000276,In-Store,WARE-XYS1001,2017-12-31,2018-06-20,2018-07-03,2018-07-13,3,10,30,37,2,0.2,1804.18,2505.8,4009.2800000000007,400.92,171,13,10,194
176,SO - 000277,Distributor,WARE-UHY1004,2017-12-31,2018-06-20,2018-07-17,2018-07-20,25,35,233,31,7,0.15,1637.75,2599.6,15467.619999999999,4003.37,171,27,3,201
177,SO - 000278,Online,WARE-NMK1003,2017-12-31,2018-06-20,2018-06-24,2018-06-28,18,38,151,28,6,0.15,1503.48,2278.0,11617.8,2596.92,171,4,4,179
178,SO - 000279,Distributor,WARE-MKL1006,2018-04-10,2018-06-21,2018-07-13,2018-07-21,24,31,353,25,2,0.08,589.73,1092.1,2009.464,830.0,72,22,8,102
179,SO - 000280,Wholesale,WARE-XYS1001,2018-04-10,2018-06-21,2018-07-04,2018-07-07,25,40,43,7,5,0.2,933.98,1139.0,4556.0,-113.9,72,13,3,88
180,SO - 000281,In-Store,WARE-MKL1006,2017-12-31,2018-06-21,2018-07-02,2018-07-10,4,9,339,47,2,0.15,1072.0,1675.0,2847.5,703.5,172,11,8,191
181,SO - 000282,Wholesale,WARE-UHY1004,2018-04-10,2018-06-21,2018-06-29,2018-07-02,26,41,228,26,2,0.05,687.96,1011.7,1922.23,546.31,72,8,3,83
182,SO - 000283,Wholesale,WARE-NMK1003,2018-04-10,2018-06-21,2018-07-16,2018-07-21,27,11,128,46,7,0.1,412.72,938.0,5909.400000000001,3020.36,72,25,5,102
183,SO - 000284,Wholesale,WARE-XYS1001,2018-04-10,2018-06-21,2018-07-16,2018-07-26,28,48,55,2,8,0.05,1052.1,2566.1,19502.359999999997,11085.56,72,25,10,107
184,SO - 000285,Distributor,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-16,2018-07-24,24,4,177,33,5,0.1,374.53,871.0,3919.5,2046.85,73,24,8,105
185,SO - 000286,In-Store,WARE-NBV1002,2018-04-10,2018-06-22,2018-07-17,2018-07-21,2,4,81,18,1,0.1,1789.7,2485.7,2237.13,447.43,73,25,4,102
186,SO - 000287,In-Store,WARE-MKL1006,2018-04-10,2018-06-22,2018-07-13,2018-07-17,1,40,365,41,4,0.4,1922.9,2345.0,5628.0,-2063.6,73,21,4,98
187,SO - 000288,Online,WARE-XYS1001,2018-04-10,2018-06-22,2018-07-12,2018-07-21,15,19,48,27,2,0.05,749.66,1118.9,2125.91,626.59,73,20,9,102
188,SO - 000289,In-Store,WARE-XYS1001,2018-04-10,2018-06-22,2018-06-25,2018-07-02,11,24,11,42,4,0.1,1397.62,1996.6,7187.76,1597.28,73,3,7,83
189,SO - 000290,In-Store,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-10,2018-07-20,11,6,127,39,1,0.08,390.61,710.2,653.384,262.77,73,18,10,101
190,SO - 000291,Online,WARE-NMK1003,2018-04-10,2018-06-22,2018-07-15,2018-07-22,13,6,201,35,4,0.05,1790.91,3979.8,15123.24,7959.6,73,23,7,103
191,SO - 000292,In-Store,WARE-MKL1006,2017-12-31,2018-06-22,2018-07-11,2018-07-13,8,9,339,28,3,0.08,440.79,1025.1,2829.276,1506.91,173,19,2,194
192,SO - 000293,In-Store,WARE-NMK1003,2017-12-31,2018-06-22,2018-07-04,2018-07-09,3,3,198,9,7,0.2,1309.98,2519.2,14107.519999999999,4937.66,173,12,5,190
193,SO - 000294,Online,WARE-NMK1003,2017-12-31,2018-06-22,2018-07-18,2018-07-25,15,36,150,2,7,0.05,3471.87,5031.7,33460.805,9157.72,173,26,7,206
194,SO - 000295,Online,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-01,2018-07-04,19,27,311,46,1,0.1,768.22,1829.1,1646.19,877.97,74,8,3,85
195,SO - 000296,In-Store,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-16,2018-07-22,5,29,304,25,5,0.08,900.48,1072.0,4931.2,428.8,74,23,6,103
196,SO - 000297,In-Store,WARE-UHY1004,2018-04-10,2018-06-23,2018-07-08,2018-07-14,5,11,247,32,1,0.2,1828.3,2539.3,2031.4400000000003,203.14,74,15,6,95
197,SO - 000298,In-Store,WARE-PUJ1005,2018-04-10,2018-06-23,2018-07-11,2018-07-18,11,24,265,41,1,0.08,2027.69,3899.4,3587.4480000000003,1559.76,74,18,7,99
198,SO - 000299,In-Store,WARE-MKL1006,2018-04-10,2018-06-24,2018-06-27,2018-06-30,5,38,366,37,3,0.2,3380.22,5045.1,12108.240000000002,1967.58,75,3,3,81
199,SO - 000300,Online,WARE-NMK1003,2018-04-10,2018-06-24,2018-07-14,2018-07-15,19,38,125,14,8,0.05,522.6,1005.0,7638.0,3457.2,75,20,1,96
200,SO - 000301,Wholesale,WARE-NMK1003,2018-04-10,2018-06-24,2018-07-10,2018-07-17,27,20,182,47,7,0.1,1219.4,2438.8,15364.44,6828.64,75,16,7,98
201,SO - 000302,In-Store,WARE-NMK1003,2018-04-10,2018-06-25,2018-07-10,2018-07-13,11,46,152,24,4,0.3,2035.33,3336.6,9342.48,1201.16,76,15,3,94
202,SO - 000303,In-Store,WARE-UHY1004,2018-04-10,2018-06-25,2018-07-14,2018-07-15,1,38,256,25,4,0.15,857.06,1098.8,3735.9199999999996,307.68,76,19,1,96
203,SO - 000304,Online,WARE-NBV1002,2018-04-10,2018-06-25,2018-07-18,2018-07-21,19,5,66,20,2,0.08,970.43,1902.8,3501.152,1560.29,76,23,3,102
204,SO - 000305,Online,WARE-NMK1003,2017-12-31,2018-06-25,2018-07-05,2018-07-13,17,32,156,33,4,0.08,2190.7,3477.3,12796.464000000002,4033.66,176,10,8,194
205,SO - 000306,Wholesale,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-13,2018-07-17,26,36,200,10,1,0.1,1481.77,2599.6,2339.64,857.87,77,17,4,98
206,SO - 000307,Online,WARE-PUJ1005,2018-04-10,2018-06-26,2018-07-20,2018-07-22,12,1,299,7,1,0.08,506.99,1078.7,992.4040000000001,485.41,77,24,2,103
207,SO - 000308,Online,WARE-NMK1003,2017-12-31,2018-06-26,2018-07-15,2018-07-19,17,22,199,31,5,0.2,533.05,1045.2,4180.8,1515.55,177,19,4,200
208,SO - 000309,Online,WARE-NMK1003,2017-12-31,2018-06-26,2018-07-19,2018-07-22,15,21,157,1,2,0.05,787.92,1125.6,2138.64,562.8,177,23,3,203
209,SO - 000310,In-Store,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-16,2018-07-18,1,14,187,22,8,0.05,762.8,1105.5,8401.8,2299.4,77,20,2,99
210,SO - 000311,Online,WARE-NBV1002,2017-12-31,2018-06-26,2018-07-24,2018-08-03,18,50,84,46,1,0.1,1668.03,2606.3,2345.67,677.64,177,28,10,215
211,SO - 000312,Distributor,WARE-UHY1004,2018-04-10,2018-06-26,2018-07-01,2018-07-11,22,41,228,25,8,0.08,95.68,227.8,1676.6080000000002,911.17,77,5,10,92
212,SO - 000313,Distributor,WARE-NMK1003,2018-04-10,2018-06-26,2018-07-20,2018-07-24,22,35,180,29,7,0.05,123.95,167.5,1113.875,246.23,77,24,4,105
213,SO - 000314,In-Store,WARE-UHY1004,2017-12-31,2018-06-26,2018-07-08,2018-07-11,7,21,250,16,3,0.1,538.48,1145.7,3093.3900000000003,1477.95,177,12,3,192
214,SO - 000315,In-Store,WARE-PUJ1005,2018-04-10,2018-06-26,2018-07-12,2018-07-13,4,37,326,36,7,0.08,2157.67,2599.6,16741.424,1637.73,77,16,1,94
215,SO - 000316,Distributor,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-09,2018-07-17,24,14,136,18,1,0.05,1969.8,3939.6,3742.62,1772.82,78,12,8,98
216,SO - 000317,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-18,2018-07-21,2,18,112,37,8,0.08,1584.55,2881.0,21204.16,8527.76,78,21,3,102
217,SO - 000318,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-04,2018-07-06,3,22,108,43,2,0.05,2003.3,3852.5,7319.75,3313.15,78,7,2,87
218,SO - 000319,Wholesale,WARE-XYS1001,2018-04-10,2018-06-27,2018-07-04,2018-07-10,27,48,56,42,2,0.05,546.72,1139.0,2164.1,1070.66,78,7,6,91
219,SO - 000320,Distributor,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-06,2018-07-09,23,7,195,25,4,0.05,2040.55,2519.2,9572.96,1410.76,78,9,3,90
220,SO - 000321,In-Store,WARE-NBV1002,2017-12-31,2018-06-27,2018-07-18,2018-07-23,9,33,82,42,1,0.15,703.63,1192.6,1013.7099999999999,310.08,178,21,5,204
221,SO - 000322,In-Store,WARE-UHY1004,2018-04-10,2018-06-27,2018-06-29,2018-07-09,5,18,215,14,5,0.08,1013.04,2412.0,11095.2,6030.0,78,2,10,90
222,SO - 000323,In-Store,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-18,2018-07-22,9,6,134,47,7,0.05,2057.57,2479.0,16485.35,2082.36,78,21,4,103
223,SO - 000324,Wholesale,WARE-PUJ1005,2018-04-10,2018-06-27,2018-07-13,2018-07-14,26,10,322,35,7,0.1,1330.35,1956.4,12325.320000000002,3012.87,78,16,1,95
224,SO - 000325,Online,WARE-NMK1003,2018-04-10,2018-06-27,2018-07-05,2018-07-14,15,4,176,42,5,0.3,722.73,1078.7,3775.4500000000003,161.8,78,8,9,95
225,SO - 000326,In-Store,WARE-NBV1002,2017-12-31,2018-06-27,2018-07-12,2018-07-22,6,22,70,26,1,0.08,945.91,1212.7,1115.6840000000002,169.77,178,15,10,203
226,SO - 000327,Online,WARE-UHY1004,2018-04-10,2018-06-27,2018-07-06,2018-07-13,18,48,252,29,5,0.08,821.69,978.2,4499.72,391.27,78,9,7,94
227,SO - 000328,In-Store,WARE-PUJ1005,2018-04-10,2018-06-27,2018-07-14,2018-07-18,4,28,275,45,3,0.05,120.2,174.2,496.4699999999999,135.87,78,17,4,99
228,SO - 000329,Online,WARE-UHY1004,2018-04-10,2018-06-27,2018-07-08,2018-07-12,19,25,226,17,3,0.15,630.34,1125.6,2870.2799999999997,979.26,78,11,4,93
229,SO - 000330,Online,WARE-PUJ1005,2018-04-10,2018-06-28,2018-07-10,2018-07-11,20,49,288,6,6,0.15,468.73,1065.3,5433.029999999999,2620.65,79,12,1,92
230,SO - 000331,Online,WARE-NBV1002,2018-04-10,2018-06-28,2018-07-16,2018-07-22,15,11,60,12,5,0.08,2724.89,3892.7,17906.420000000002,4281.97,79,18,6,103
231,SO - 000332,Online,WARE-PUJ1005,2018-04-10,2018-06-28,2018-07-18,2018-07-26,17,19,297,9,2,0.3,120.47,207.7,290.78,49.84,79,20,8,107
232,SO - 000333,In-Store,WARE-NBV1002,2018-04-10,2018-06-28,2018-07-13,2018-07-18,3,20,75,23,7,0.3,948.72,1185.9,5810.91,-830.13,79,15,5,99
233,SO - 000334,In-Store,WARE-MKL1006,2018-04-10,2018-06-28,2018-07-10,2018-07-17,10,15,352,18,2,0.15,1629.31,2586.2,4396.54,1137.92,79,12,7,98
234,SO - 000335,In-Store,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-08,2018-07-13,8,26,25,30,4,0.3,1960.42,2579.5,7222.599999999999,-619.08,79,10,5,94
235,SO - 000336,Online,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-21,2018-07-27,16,7,23,36,8,0.08,2806.5,6378.4,46945.024,24493.02,79,23,6,108
236,SO - 000337,Distributor,WARE-PUJ1005,2018-04-10,2018-06-28,2018-07-03,2018-07-11,24,26,292,31,7,0.2,2226.14,3008.3,16846.480000000003,1263.5,79,5,8,92
237,SO - 000338,In-Store,WARE-NMK1003,2018-04-10,2018-06-28,2018-07-25,2018-08-01,11,49,140,20,3,0.08,930.36,1755.4,4844.904,2053.82,79,27,7,113
238,SO - 000339,Online,WARE-NMK1003,2017-12-31,2018-06-28,2018-07-09,2018-07-10,13,28,171,14,8,0.08,740.35,1139.0,8383.04,2460.24,179,11,1,191
239,SO - 000340,In-Store,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-13,2018-07-17,11,46,44,38,5,0.08,4556.4,6157.3,28323.58,5541.58,79,15,4,98
240,SO - 000341,Online,WARE-XYS1001,2018-04-10,2018-06-28,2018-07-25,2018-08-03,18,33,43,40,7,0.1,1093.24,2231.1,14055.93,6403.25,79,27,9,115
241,SO - 000342,In-Store,WARE-NBV1002,2018-04-10,2018-06-28,2018-07-15,2018-07-18,11,23,64,8,7,0.1,1859.25,2479.0,15617.699999999999,2602.95,79,17,3,99
242,SO - 000343,Distributor,WARE-XYS1001,2018-04-10,2018-06-29,2018-07-06,2018-07-15,21,35,18,10,4,0.05,4793.85,6391.8,24288.84,5113.44,80,7,9,96
243,SO - 000344,Wholesale,WARE-PUJ1005,2018-04-10,2018-06-29,2018-07-19,2018-07-20,27,4,263,39,2,0.05,660.62,1139.0,2164.1,842.86,80,20,1,101
244,SO - 000345,Online,WARE-NMK1003,2018-04-10,2018-06-29,2018-07-01,2018-07-08,20,38,196,36,3,0.1,1681.03,2586.2,6982.74,1939.65,80,2,7,89
245,SO - 000346,In-Store,WARE-UHY1004,2018-04-10,2018-06-29,2018-07-04,2018-07-08,1,36,206,35,4,0.05,1871.71,3899.4,14817.72,7330.88,80,5,4,89
246,SO - 000347,In-Store,WARE-NBV1002,2018-04-10,2018-06-29,2018-07-24,2018-07-29,8,25,80,43,8,0.05,599.38,951.4,7230.639999999999,2435.6,80,25,5,110
247,SO - 000348,In-Store,WARE-NMK1003,2018-04-10,2018-06-30,2018-07-20,2018-07-24,4,8,172,38,1,0.05,3476.9,5607.9,5327.504999999999,1850.6,81,20,4,105
248,SO - 000349,In-Store,WARE-PUJ1005,2018-04-10,2018-06-30,2018-07-04,2018-07-11,6,12,274,37,2,0.08,827.72,1165.8,2145.072,489.63,81,4,7,92
249,SO - 000350,Online,WARE-PUJ1005,2018-04-10,2018-06-30,2018-07-27,2018-08-06,16,17,277,44,2,0.05,1520.77,1949.7,3704.43,662.89,81,27,10,118
250,SO - 000351,Distributor,WARE-NMK1003,2018-04-10,2018-06-30,2018-07-11,2018-07-16,21,40,147,34,8,0.1,2690.05,3685.0,26532.0,5011.6,81,11,5,97
251,SO - 000352,Distributor,WARE-MKL1006,2018-04-10,2018-06-30,2018-07-17,2018-07-26,20,3,332,17,2,0.4,1816.84,2633.1,3159.72,-473.96,81,17,9,107
252,SO - 000353,Online,WARE-PUJ1005,2018-04-10,2018-06-30,2018-07-11,2018-07-13,19,26,274,23,1,0.08,460.96,1072.0,986.24,525.28,81,11,2,94
253,SO - 000354,In-Store,WARE-XYS1001,2018-04-10,2018-06-30,2018-07-04,2018-07-05,1,38,33,8,1,0.08,1910.3,3537.6,3254.592,1344.29,81,4,1,86
254,SO - 000355,In-Store,WARE-UHY1004,2018-04-10,2018-06-30,2018-07-21,2018-07-24,9,41,233,13,8,0.2,622.5,1092.1,6989.44,2009.44,81,21,3,105
255,SO - 000356,In-Store,WARE-PUJ1005,2017-12-31,2018-06-30,2018-07-20,2018-07-22,12,17,262,5,4,0.05,1136.66,1748.7,6645.0599999999995,2098.42,181,20,2,203
256,SO - 000357,Online,WARE-XYS1001,2018-04-10,2018-06-30,2018-07-24,2018-07-29,18,49,6,9,8,0.08,739.61,891.1,6558.496,641.62,81,24,5,110
257,SO - 000358,In-Store,WARE-NMK1003,2018-04-10,2018-06-30,2018-07-21,2018-07-28,2,41,159,23,5,0.05,1510.18,3082.0,14639.499999999998,7088.6,81,21,7,109
258,SO - 000359,In-Store,WARE-NMK1003,2018-04-10,2018-06-30,2018-07-17,2018-07-21,9,34,148,15,5,0.08,776.66,1125.6,5177.759999999999,1294.46,81,17,4,102
259,SO - 000360,In-Store,WARE-NMK1003,2018-04-10,2018-06-30,2018-07-13,2018-07-18,7,46,102,22,6,0.08,651.51,1252.9,6916.008000000001,3006.95,81,13,5,99
260,SO - 000361,Wholesale,WARE-MKL1006,2018-04-10,2018-07-01,2018-07-04,2018-07-09,28,44,362,45,1,0.08,527.63,837.5,770.5,242.87,82,3,5,90
261,SO - 000362,Wholesale,WARE-PUJ1005,2018-04-10,2018-07-01,2018-07-29,2018-08-08,25,21,295,40,1,0.08,773.85,1031.8,949.256,175.41,82,28,10,120
262,SO - 000363,Online,WARE-UHY1004,2018-04-10,2018-07-01,2018-07-06,2018-07-09,14,7,256,28,4,0.15,1454.97,2385.2,8109.679999999999,2289.8,82,5,3,90
263,SO - 000364,In-Store,WARE-NMK1003,2018-04-10,2018-07-01,2018-07-16,2018-07-18,1,48,154,30,2,0.05,1153.47,1802.3,3424.37,1117.43,82,15,2,99
264,SO - 000365,Wholesale,WARE-PUJ1005,2018-04-10,2018-07-01,2018-07-19,2018-07-22,26,40,270,27,5,0.05,753.62,1018.4,4837.4,1069.3,82,18,3,103
265,SO - 000366,Online,WARE-NMK1003,2018-04-10,2018-07-01,2018-07-07,2018-07-12,13,35,102,40,7,0.4,1815.3,3946.3,16574.460000000003,3867.36,82,6,5,93
266,SO - 000367,In-Store,WARE-NMK1003,2018-04-10,2018-07-01,2018-07-20,2018-07-21,9,21,131,15,7,0.2,2095.09,3953.0,22136.8,7471.17,82,19,1,102
267,SO - 000368,In-Store,WARE-NMK1003,2017-12-31,2018-07-02,2018-07-16,2018-07-22,11,1,160,33,6,0.08,3416.13,5098.7,28144.824,7648.04,183,14,6,203
268,SO - 000369,Online,WARE-MKL1006,2018-04-10,2018-07-02,2018-07-10,2018-07-15,15,9,347,5,8,0.08,1954.52,3758.7,27664.032,12027.87,83,8,5,96
269,SO - 000370,Distributor,WARE-XYS1001,2018-04-10,2018-07-02,2018-07-07,2018-07-11,24,9,45,18,7,0.15,610.5,911.2,5421.639999999999,1148.14,83,5,4,92
270,SO - 000371,Distributor,WARE-UHY1004,2018-04-10,2018-07-02,2018-07-04,2018-07-06,21,26,238,22,3,0.4,379.89,904.5,1628.1,488.43,83,2,2,87
271,SO - 000372,Online,WARE-NMK1003,2018-04-10,2018-07-02,2018-07-08,2018-07-18,18,21,128,5,3,0.05,410.04,911.2,2596.92,1366.8,83,6,10,99
272,SO - 000373,Online,WARE-XYS1001,2018-04-10,2018-07-02,2018-07-08,2018-07-11,19,6,39,21,5,0.3,134.4,227.8,797.3000000000001,125.3,83,6,3,92
273,SO - 000374,In-Store,WARE-NBV1002,2018-04-10,2018-07-02,2018-07-21,2018-07-27,3,14,69,40,4,0.08,117.12,254.6,936.928,468.45,83,19,6,108
274,SO - 000375,Wholesale,WARE-XYS1001,2017-12-31,2018-07-02,2018-07-20,2018-07-21,27,33,29,35,3,0.08,444.21,683.4,1886.1839999999997,553.55,183,18,1,202
275,SO - 000376,In-Store,WARE-NMK1003,2018-04-10,2018-07-03,2018-07-15,2018-07-20,4,43,159,20,7,0.05,2234.12,3919.5,26064.674999999996,10425.83,84,12,5,101
276,SO - 000377,Wholesale,WARE-MKL1006,2018-04-10,2018-07-03,2018-07-24,2018-07-25,26,25,353,12,8,0.05,786.31,1092.1,8299.96,2009.48,84,21,1,106
277,SO - 000378,In-Store,WARE-NMK1003,2018-04-10,2018-07-04,2018-07-24,2018-08-03,4,10,199,20,4,0.05,536.27,924.6,3513.48,1368.4,85,20,10,115
278,SO - 000379,Online,WARE-NMK1003,2018-04-10,2018-07-04,2018-07-31,2018-08-06,17,45,182,22,8,0.05,794.35,1018.4,7739.839999999999,1385.04,85,27,6,118
279,SO - 000380,In-Store,WARE-MKL1006,2018-04-10,2018-07-04,2018-07-25,2018-07-28,1,19,358,13,7,0.2,1305.9,1788.9,10017.84,876.54,85,21,3,109
280,SO - 000381,Distributor,WARE-NBV1002,2018-04-10,2018-07-04,2018-08-01,2018-08-08,23,17,80,47,2,0.3,538.48,944.7,1322.58,245.62,85,28,7,120
281,SO - 000382,Wholesale,WARE-NMK1003,2017-12-31,2018-07-04,2018-07-30,2018-07-31,25,39,140,29,3,0.1,2573.81,3959.7,10691.19,2969.76,185,26,1,212
282,SO - 000383,In-Store,WARE-NMK1003,2018-04-10,2018-07-04,2018-07-19,2018-07-25,6,11,146,41,5,0.05,70.35,167.5,795.625,443.88,85,15,6,106
283,SO - 000384,Wholesale,WARE-NMK1003,2018-04-10,2018-07-04,2018-07-15,2018-07-23,25,23,104,22,2,0.05,1975.03,3872.6,7357.94,3407.88,85,11,8,104
284,SO - 000385,In-Store,WARE-NMK1003,2017-12-31,2018-07-04,2018-07-14,2018-07-23,12,12,185,23,8,0.05,3858.13,6539.2,49697.92,18832.88,185,10,9,204
285,SO - 000386,Distributor,WARE-XYS1001,2018-04-10,2018-07-04,2018-07-23,2018-07-24,23,44,51,6,1,0.1,779.08,1025.1,922.5899999999999,143.51,85,19,1,105
286,SO - 000387,Distributor,WARE-NMK1003,2018-04-10,2018-07-04,2018-07-07,2018-07-16,21,31,190,29,3,0.1,572.18,938.0,2532.6000000000004,816.06,85,3,9,97
287,SO - 000388,Wholesale,WARE-MKL1006,2018-04-10,2018-07-04,2018-07-08,2018-07-16,26,19,355,27,3,0.08,804.8,1045.2,2884.7520000000004,470.35,85,4,8,97
288,SO - 000389,Wholesale,WARE-UHY1004,2018-04-10,2018-07-04,2018-07-19,2018-07-25,28,20,205,19,8,0.15,112.23,167.5,1139.0,241.16,85,15,6,106
289,SO - 000390,Online,WARE-MKL1006,2018-04-10,2018-07-04,2018-07-30,2018-07-31,15,44,334,45,5,0.08,1377.52,1721.9,7920.740000000001,1033.14,85,26,1,112
290,SO - 000391,Online,WARE-UHY1004,2018-04-10,2018-07-05,2018-07-16,2018-07-19,13,30,242,28,3,0.1,466.92,676.7,1827.0900000000001,426.33,86,11,3,100
291,SO - 000392,In-Store,WARE-NMK1003,2018-04-10,2018-07-05,2018-07-11,2018-07-18,4,47,162,24,2,0.08,82.08,167.5,308.2,144.04,86,6,7,99
292,SO - 000393,In-Store,WARE-UHY1004,2018-04-10,2018-07-05,2018-07-09,2018-07-17,4,26,255,12,5,0.08,895.12,1118.9,5146.9400000000005,671.34,86,4,8,98
